4947517961	1	4
4947517961	32	5
4947517961	39	5
4947517961	82	4
4947517961	121	5
4947503914	32	3
4947503914	48	3
4947503914	97	4
4947503914	111	4
4947503914	115	5
4947501520	32	4
4947501520	39	2
4947501520	44	4
4947501520	61	4
4947501520	115	3
4947499226	1	4
4947499226	32	3
4947499226	48	4
4947499226	84	3
4947499226	115	4
4947497838	32	4
4947497838	48	4
4947497838	61	3
4947497838	115	5
4947497838	121	4
4947497229	32	3
4947497229	48	3
4947497229	110	3
4947497229	115	3
4947497229	121	3
4947470497	1	3
4947470497	32	5
4947470497	48	3
4947470497	61	4
4947470497	115	4
4947466080	3	4
4947466080	32	5
4947466080	48	4
4947466080	71	3
4947466080	115	4
4947462016	32	4
4947462016	44	4
4947462016	48	4
4947462016	61	3
4947462016	115	3
4947448045	1	4
4947448045	18	3
4947448045	32	4
4947448045	48	4
4947448045	115	5
4947446594	32	3
4947446594	55	4
4947446594	97	5
4947446594	110	4
4947446594	142	4
4947438445	18	4
4947438445	48	4
4947438445	110	4
4947438445	115	5
4947438445	141	4
4947431581	32	5
4947431581	39	2
4947431581	48	3
4947431581	110	1
4947431581	115	4
4947431575	32	3
4947431575	44	3
4947431575	61	3
4947431575	71	4
4947431575	115	4
4947428148	18	5
4947428148	32	4
4947428148	64	5
4947428148	82	5
4947428148	115	4
4947427725	32	4
4947427725	48	4
4947427725	61	4
4947427725	89	5
4947427725	115	5
4947425299	115	3
4947425299	111	4
4947425299	61	4
4947425299	44	4
4947425299	32	3
4947423976	115	5
4947423976	110	5
4947423976	48	5
4947423976	44	5
4947423976	32	5
4947420843	10	5
4947420843	115	3
4947420843	128	5
4947420843	139	4
4947420232	17	5
4947420232	32	5
4947420232	48	5
4947420232	115	5
4947420232	121	5
4947418615	110	4
4947418615	129	3
4947418615	122	4
4947418615	115	3
4947418615	32	3
4947416856	42	5
4947416856	54	3
4947416856	110	3
4947416856	44	3
4947416856	32	4
4947407048	121	5
4947407048	63	4
4947407048	62	4
4947407048	61	4
4947407048	32	3
4947392406	115	5
4947392406	48	5
4947392406	44	5
4947392406	140	5
4947392406	32	5
4947369584	131	4
4947369584	132	3
4947369584	115	3
4947369584	48	3
4947369584	32	4
4947348010	115	1
4947348010	110	1
4947348010	48	1
4947348010	121	1
4947348010	32	1
4947340482	44	4
4947340482	39	5
4947340482	87	2
4947340482	115	3
4947340482	32	2
4947329237	115	1
4947329237	82	1
4947329237	44	1
4947329237	39	1
4947329237	32	1
4947321326	14	3
4947321326	32	5
4947321326	44	5
4947321326	79	4
4947321326	86	4
4947301091	115	1
4947301091	110	1
4947301091	82	1
4947301091	44	1
4947301091	32	1
4947291840	82	1
4947291840	48	1
4947291840	86	1
4947291840	115	1
4947291840	32	1
4947253800	121	1
4947253800	115	1
4947253800	82	1
4947253800	48	1
4947253800	32	1
4947253205	14	4
4947253205	32	3
4947253205	48	3
4947253205	111	4
4947253205	115	5
4947234931	32	1
4947226732	1	1
4947226732	32	1
4947226732	64	1
4947226732	70	1
4947226732	115	1
4947224948	63	4
4947224948	32	3
4947224948	110	2
4947224948	64	1
4947224948	115	3
4947224889	32	1
4947224889	48	1
4947224889	121	1
4947224889	115	1
4947224889	44	1
4947217432	18	1
4947217432	61	1
4947217432	80	1
4947217432	86	1
4947217432	115	1
4947208044	16	3
4947208044	17	4
4947208044	32	5
4947208044	61	3
4947208044	115	5
4947206846	89	3
4947206846	55	4
4947206846	32	4
4947206846	110	3
4947206846	97	3
4947199738	44	1
4947199738	32	1
4947199738	48	1
4947199738	59	1
4947199738	115	1
4947197499	104	5
4947197499	121	4
4947197499	115	5
4947197499	82	3
4947197499	32	3
4947189678	48	1
4947189678	32	1
4947189678	115	1
4947189678	110	1
4947189678	61	1
4947183718	12	1
4947183718	32	1
4947183718	43	1
4947183718	61	1
4947183718	115	1
4947180485	44	5
4947180485	32	4
4947180485	61	4
4947180485	115	5
4947180485	82	4
4947176599	115	4
4947176599	111	5
4947176599	48	4
4947176599	44	4
4947176599	32	4
4947144253	32	5
4947144253	97	5
4947144253	61	5
4947144253	48	4
4947144253	115	5
4947135406	15	4
4947135406	32	5
4947135406	48	4
4947135406	61	5
4947135406	115	5
4947126492	15	1
4947126492	32	1
4947126492	48	1
4947126492	49	1
4947126492	115	1
4947122460	32	3
4947122460	48	5
4947122460	121	3
4947122460	115	5
4947122460	42	2
4947117938	115	5
4947117938	110	5
4947117938	61	5
4947117938	48	5
4947117938	32	5
4947113775	54	1
4947113775	48	1
4947113775	32	1
4947113775	104	1
4947113775	115	1
4947098730	43	5
4947098730	82	5
4947098730	44	5
4947098730	41	5
4947098730	32	4
4947065109	44	4
4947065109	41	4
4947065109	32	5
4947065109	115	5
4947065109	48	4
4947031144	6	1
4947031144	32	1
4947031144	48	1
4947031144	61	1
4947031144	115	1
4947013438	48	4
4947013438	32	4
4947013438	54	2
4947013438	110	1
4947013438	61	2
4946991982	9	2
4946991982	32	3
